"","Daniorerio","Campylomormyruscompressirostris"
"18197","brd8b","maker-ptg000525l-snap-gene-8.67-mRNA-1"
"18199","dnajc18","maker-ptg000525l-snap-gene-8.44-mRNA-1"
"18200","si_ch211-39i2.2","maker-ptg000525l-snap-gene-8.39-mRNA-1"
"18202","ppp3cb","maker-ptg000148l-snap-gene-12.13-mRNA-1"
"18203","ppp3ca","maker-ptg000148l-snap-gene-12.13-mRNA-1"
"18206","zgc_110843","maker-ptg000525l-snap-gene-8.63-mRNA-1"
"18210","zgc_92242","maker-ptg000525l-snap-gene-7.0-mRNA-1"
"18215","purab","snap_masked-ptg000525l-processed-gene-6.12-mRNA-1"
"18217","LOC137487631","maker-ptg000077l-snap-gene-4.31-mRNA-1"
"18218","si_dkey-160o24.3","snap_masked-ptg001348l-processed-gene-4.34-mRNA-1"
"18219","tmco6","maker-ptg000525l-augustus-gene-10.42-mRNA-1"
"18220","dnajc4","maker-ptg000113l-augustus-gene-4.133-mRNA-1"
"18221","vegfba","maker-ptg000113l-augustus-gene-4.131-mRNA-1"
"18222","zgc_162144","maker-ptg000113l-augustus-gene-1.5-mRNA-1"
"18223","stx5a","maker-ptg000113l-augustus-gene-4.124-mRNA-1"
"18224","si_dkeyp-115e12.6","maker-ptg000113l-augustus-gene-4.112-mRNA-1"
"18226","tgfb5","maker-ptg000214l-snap-gene-2.7-mRNA-1"
"18227","trmt112","maker-ptg000214l-augustus-gene-1.30-mRNA-1"
"18230","rps6kal","maker-ptg000442l-augustus-gene-8.0-mRNA-1"
"18231","si_ch211-274f20.2","maker-ptg000568l-snap-gene-2.30-mRNA-1"
"18232","sybl1","maker-ptg000568l-snap-gene-2.25-mRNA-1"
"18235","apool","maker-ptg000694l-augustus-gene-1.107-mRNA-1"
"18236","arhgef9b","maker-ptg002443l-snap-gene-4.28-mRNA-1"
"18238","hdx","maker-ptg000694l-snap-gene-1.39-mRNA-1"
"18239","asb12b","maker-ptg002443l-snap-gene-4.16-mRNA-1"
"18243","si_dkey-237j10.2","maker-ptg000209l-snap-gene-0.29-mRNA-1"
"18244","msnb","maker-ptg000082l-snap-gene-15.47-mRNA-1"
"18246","sh3bgrl","maker-ptg000209l-snap-gene-0.32-mRNA-1"
"18247","ar","maker-ptg000442l-augustus-gene-3.25-mRNA-1"
"18250","LOC100149701","maker-ptg000568l-augustus-gene-1.30-mRNA-1"
"18251","chmp1b","maker-ptg000568l-snap-gene-0.7-mRNA-1"
"18254","chmp1b","maker-ptg000442l-augustus-gene-10.22-mRNA-1"
"18255","gpr174","snap_masked-ptg000568l-processed-gene-1.14-mRNA-1"
"18258","tbx22","maker-ptg000568l-augustus-gene-1.32-mRNA-1"
"18260","hmgn6","maker-ptg001702l-snap-gene-0.7-mRNA-1"
"18261","gjb1b","maker-ptg002443l-augustus-gene-12.22-mRNA-1"
"18264","rell2","maker-ptg002055l-snap-gene-0.113-mRNA-1"
"18265","atoh8","maker-ptg000466l-snap-gene-9.32-mRNA-1"
"18267","tmem129","maker-ptg000466l-snap-gene-11.9-mRNA-1"
"18268","si_zfos-2326c3.2","maker-ptg002177l-snap-gene-0.3-mRNA-1"
"18270","fam199x","maker-ptg000875l-snap-gene-22.6-mRNA-1"
"18271","commd5","maker-ptg001185l-snap-gene-4.3-mRNA-1"
"18272","cysltr1","maker-ptg000568l-est_gff_est2genome-gene-2.83-mRNA-1"
"18275","p2ry10","maker-ptg000568l-augustus-gene-1.34-mRNA-1"
"18276","lpar4","maker-ptg000568l-snap-gene-1.53-mRNA-1"
"18278","polr1d","maker-ptg000568l-snap-gene-2.27-mRNA-1"
"18279","nup62l","maker-ptg000568l-snap-gene-2.30-mRNA-1"
"18280","atrx","maker-ptg001311l-snap-gene-1.10-mRNA-1"
"18281","fgf16","maker-ptg001311l-augustus-gene-4.34-mRNA-1"
"18283","zdhhc15b","maker-ptg001311l-snap-gene-2.8-mRNA-1"
"18284","uprt","maker-ptg001311l-snap-gene-4.16-mRNA-1"
"18285","abcb7","maker-ptg001311l-snap-gene-2.19-mRNA-1"
"18286","nexmifb","maker-ptg001311l-snap-gene-2.36-mRNA-1"
"18287","rlim","maker-ptg001311l-augustus-gene-3.8-mRNA-1"
"18289","glod5","maker-ptg001311l-snap-gene-3.23-mRNA-1"
"18290","irg1l","maker-ptg001311l-snap-gene-4.20-mRNA-1"
"18293","si_ch211-153b23.5","maker-ptg001311l-snap-gene-3.29-mRNA-1"
"18297","si_ch211-153b23.7","maker-ptg001311l-snap-gene-4.25-mRNA-1"
"18300","frmpd3","maker-ptg001311l-snap-gene-5.11-mRNA-1"
"18303","zgc_66447","maker-ptg001311l-augustus-gene-6.0-mRNA-1"
"18304","tmsb1","maker-ptg001311l-est_gff_est2genome-gene-6.22-mRNA-1"
"18305","prps1b","maker-ptg001311l-augustus-gene-5.8-mRNA-1"
"18306","kctd12b","snap_masked-ptg000563l-processed-gene-1.9-mRNA-1"
"18307","rhogd","snap_masked-ptg000442l-processed-gene-12.2-mRNA-1"
"18308","myot","maker-ptg002055l-snap-gene-0.117-mRNA-1"
"18309","gjb1b","maker-ptg002443l-augustus-gene-12.22-mRNA-1"
"18311","thoc2","maker-ptg000113l-augustus-gene-8.46-mRNA-1"
"18313","gria3a","maker-ptg000113l-snap-gene-8.58-mRNA-1"
"18316","cnga2a","maker-ptg000568l-snap-gene-2.45-mRNA-1"
"18318","si_dkeyp-20g2.3","maker-ptg000113l-snap-gene-8.49-mRNA-1"
"18320","rraga","maker-ptg000568l-snap-gene-2.10-mRNA-1"
"18323","si_dkey-27i16.2","maker-ptg000113l-augustus-gene-3.11-mRNA-1"
"18324","pcdh20","snap_masked-ptg000113l-processed-gene-4.94-mRNA-1"
"18325","plp1a","maker-ptg000113l-snap-gene-4.61-mRNA-1"
"18326","rab9b","snap_masked-ptg000113l-processed-gene-3.16-mRNA-1"
"18328","fut11","snap_masked-ptg000113l-processed-gene-4.90-mRNA-1"
"18329","znf185","maker-ptg000113l-snap-gene-3.29-mRNA-1"
"18330","nsdhl","maker-ptg000113l-augustus-gene-2.37-mRNA-1"
"18337","fhdc2","maker-ptg000113l-snap-gene-4.52-mRNA-1"
"18338","slbp","maker-ptg000466l-snap-gene-11.30-mRNA-1"
"18340","nkx1.2lb","maker-ptg000466l-augustus-gene-13.21-mRNA-1"
"18341","uvssa","maker-ptg000466l-snap-gene-13.33-mRNA-1"
"18343","si_ch211-195b11.3","maker-ptg001220l-augustus-gene-0.0-mRNA-1"
"18345","neurl1b","snap_masked-ptg000054l-processed-gene-4.26-mRNA-1"
"18346","dusp1","maker-ptg000054l-augustus-gene-4.62-mRNA-1"
"18348","ergic1","maker-ptg000054l-snap-gene-2.19-mRNA-1"
"18349","flt4","maker-ptg000054l-augustus-gene-4.67-mRNA-1"
"18350","trim105","maker-ptg000054l-augustus-gene-4.69-mRNA-1"
"18351","npy7r","snap_masked-ptg000054l-processed-gene-3.12-mRNA-1"
"18352","prelid1a","maker-ptg000054l-augustus-gene-3.0-mRNA-1"
"18353","mxd3","maker-ptg000054l-snap-gene-4.135-mRNA-1"
"18354","rnf103","maker-ptg000466l-augustus-gene-11.62-mRNA-1"
"18355","immt","maker-ptg000466l-snap-gene-10.78-mRNA-1"
"18356","ptcd3","maker-ptg000466l-snap-gene-10.64-mRNA-1"
"18357","polr1a","maker-ptg000466l-snap-gene-10.72-mRNA-1"
"18358","prpf19","maker-ptg000574l-augustus-gene-13.43-mRNA-1"
"18359","pcdh12","maker-ptg000236l-snap-gene-8.12-mRNA-1"
"18362","ltc4s","maker-ptg000236l-snap-gene-9.0-mRNA-1"
"18363","maml1","snap_masked-ptg000236l-processed-gene-9.12-mRNA-1"
"18364","canx","maker-ptg000236l-augustus-gene-9.31-mRNA-1"
"18366","sqstm1","maker-ptg000236l-snap-gene-10.33-mRNA-1"
"18368","tcirg1b","maker-ptg000574l-augustus-gene-12.188-mRNA-1"
"18372","smtnl1","maker-ptg000574l-snap-gene-4.190-mRNA-1"
"18373","slc43a3b","maker-ptg000574l-snap-gene-3.29-mRNA-1"
"18375","rtn4rl2b","maker-ptg000574l-snap-gene-3.32-mRNA-1"
"18376","jakmip1","snap_masked-ptg000040l-processed-gene-5.56-mRNA-1"
"18378","wfs1b","maker-ptg000040l-snap-gene-4.103-mRNA-1"
"18379","spon2b","maker-ptg000466l-snap-gene-15.33-mRNA-1"
"18380","si_ch211-255i20.3","maker-ptg000466l-snap-gene-15.35-mRNA-1"
"18382","fgfrl1a","maker-ptg000466l-snap-gene-16.18-mRNA-1"
"18384","selenot2","maker-ptg001467l-augustus-gene-3.65-mRNA-1"
"18385","rab33a","maker-ptg001467l-snap-gene-3.6-mRNA-1"
"18386","si_ch211-159i8.4","maker-ptg001467l-snap-gene-3.1-mRNA-1"
"18387","slitrk4","snap_masked-ptg001890l-processed-gene-1.4-mRNA-1"
"18388","slitrk2","snap_masked-ptg001515l-processed-gene-1.6-mRNA-1"
"18389","fmr1","maker-ptg001515l-augustus-gene-1.29-mRNA-1"
"18391","aff2","maker-ptg001583l-augustus-gene-0.44-mRNA-1"
"18392","ids","maker-ptg001583l-snap-gene-0.18-mRNA-1"
"18394","zgc_66433","maker-ptg001185l-snap-gene-0.0-mRNA-1"
"18397","rnf20","maker-ptg000574l-augustus-gene-13.57-mRNA-1"
"18398","aldob","maker-ptg000574l-augustus-gene-13.37-mRNA-1"
"18400","maea","maker-ptg000466l-snap-gene-13.37-mRNA-1"
"18401","zgc_136929","maker-ptg000466l-snap-gene-15.26-mRNA-1"
"18404","si_ch211-175m2.5","maker-ptg000989l-augustus-gene-1.5-mRNA-1"
"18405","smim19","maker-ptg001246l-snap-gene-11.37-mRNA-1"
"18408","kdm3b","maker-ptg002561l-augustus-gene-0.31-mRNA-1"
"18409","ndufs8b","maker-ptg000993l-augustus-gene-4.205-mRNA-1"
"18410","spon2a","maker-ptg002561l-augustus-gene-0.30-mRNA-1"
"18416","ctbp1","snap_masked-ptg002561l-processed-gene-0.19-mRNA-1"
"18418","rad9a","maker-ptg000574l-snap-gene-12.1-mRNA-1"
"18419","p2rx3a","maker-ptg000993l-snap-gene-4.56-mRNA-1"
"18421","clcf1","maker-ptg000574l-augustus-gene-4.121-mRNA-1"
"18422","slc43a1a","maker-ptg000574l-snap-gene-4.200-mRNA-1"
"18423","med19a","maker-ptg000993l-augustus-gene-4.209-mRNA-1"
"18424","si_dkey-6i22.5","maker-ptg000650l-augustus-gene-1.2-mRNA-1"
"18426","ccng1","maker-ptg000477l-augustus-gene-5.51-mRNA-1"
"18427","nudcd2","maker-ptg000477l-snap-gene-5.5-mRNA-1"
"18428","gabra6a","maker-ptg001069l-snap-gene-3.30-mRNA-1"
"18430","atp10b","maker-ptg000477l-snap-gene-3.122-mRNA-1"
"18431","fbxl3l","maker-ptg000477l-snap-gene-2.46-mRNA-1"
"18432","atp7a","maker-ptg000477l-snap-gene-3.89-mRNA-1"
"18435","gdf9","maker-ptg000477l-augustus-gene-6.85-mRNA-1"
"18436","nudt22","maker-ptg000113l-augustus-gene-1.6-mRNA-1"
"18437","si_ch211-107m4.1","maker-ptg000525l-snap-gene-11.39-mRNA-1"
"18438","uqcrq","maker-ptg000477l-snap-gene-6.2-mRNA-1"
"18439","smyd5","maker-ptg000466l-snap-gene-2.13-mRNA-1"
"18440","gfra4b","maker-ptg000466l-augustus-gene-7.7-mRNA-1"
"18441","ky","maker-ptg000196l-augustus-gene-4.0-mRNA-1"
"18443","enox2","maker-ptg001467l-snap-gene-3.15-mRNA-1"
"18444","wu_fb13g09","maker-ptg001467l-snap-gene-3.26-mRNA-1"
"18445","med12","maker-ptg000875l-snap-gene-16.63-mRNA-1"
"18446","hspa4a","snap_masked-ptg000477l-processed-gene-6.126-mRNA-1"
"18447","mars2","maker-ptg001467l-snap-gene-2.18-mRNA-1"
"18448","hspa4b","maker-ptg001224l-snap-gene-0.111-mRNA-1"
"18449","gnpda1","maker-ptg001085l-augustus-gene-3.17-mRNA-1"
"18451","ndfip1","maker-ptg001224l-snap-gene-0.100-mRNA-1"
"18456","nr3c1","maker-ptg000477l-snap-gene-8.0-mRNA-1"
"18459","sh3rf2","maker-ptg000477l-augustus-gene-10.59-mRNA-1"
"18466","stc2a","maker-ptg000336l-augustus-gene-1.10-mRNA-1"
"18467","cpeb4a","maker-ptg000079l-augustus-gene-1.100-mRNA-1"
"18468","nkx2.5","maker-ptg000336l-snap-gene-2.11-mRNA-1"
"18471","klhl3","snap_masked-ptg001220l-processed-gene-1.26-mRNA-1"
"18475","cxcl14","maker-ptg001220l-augustus-gene-3.48-mRNA-1"
"18476","slit3","maker-ptg001220l-augustus-gene-3.50-mRNA-1"
"18478","arhgef37","maker-ptg001220l-snap-gene-3.64-mRNA-1"
"18482","ppargc1b","maker-ptg001220l-snap-gene-3.72-mRNA-1"
"18483","pde6a","maker-ptg001220l-augustus-gene-3.57-mRNA-1"
"18488","matr3l1.2","maker-ptg002811l-augustus-gene-0.5-mRNA-1"
"18490","si_rp71-1d10.8","snap_masked-ptg002179l-processed-gene-2.62-mRNA-1"
"18492","htr4","maker-ptg001220l-snap-gene-7.49-mRNA-1"
"18495","thoc3","maker-ptg000384l-snap-gene-6.73-mRNA-1"
"18496","cplx2b","snap_masked-ptg000384l-processed-gene-6.36-mRNA-1"
"18497","slc25a48","maker-ptg000384l-snap-gene-6.68-mRNA-1"
"18502","glra1","maker-ptg000384l-snap-gene-5.22-mRNA-1"
"18503","g3bp1","maker-ptg000384l-snap-gene-6.64-mRNA-1"
"18504","sparc","maker-ptg000384l-snap-gene-6.61-mRNA-1"
"18505","slc36a1","maker-ptg000384l-augustus-gene-4.107-mRNA-1"
"18506","atox1","maker-ptg000384l-augustus-gene-6.0-mRNA-1"
"18508","mtnr1al","maker-ptg000384l-augustus-gene-3.13-mRNA-1"
"18511","si_ch73-59f11.3","maker-ptg001220l-snap-gene-5.0-mRNA-1"
"18512","fat2","maker-ptg000384l-snap-gene-3.15-mRNA-1"
"18514","gm2a","maker-ptg000384l-snap-gene-4.59-mRNA-1"
"18515","ccdc69","maker-ptg000384l-snap-gene-4.55-mRNA-1"
"18516","emx3","maker-ptg001185l-augustus-gene-7.79-mRNA-1"
"18517","b4galt7","maker-ptg001185l-snap-gene-7.143-mRNA-1"
"18518","tmed9","maker-ptg001220l-snap-gene-7.56-mRNA-1"
"18519","lman2","maker-ptg001220l-snap-gene-7.51-mRNA-1"
"18520","pld7","maker-ptg000525l-snap-gene-1.4-mRNA-1"
"18521","gpr137","maker-ptg000525l-snap-gene-4.15-mRNA-1"
"18522","syvn1","maker-ptg000525l-snap-gene-1.1-mRNA-1"
"18523","smad5","maker-ptg000525l-snap-gene-0.20-mRNA-1"
"18524","tgfbi","maker-ptg000525l-snap-gene-0.16-mRNA-1"
"18525","stard15","maker-ptg000525l-snap-gene-4.13-mRNA-1"
"18526","arap3","maker-ptg002326l-snap-gene-0.0-mRNA-1"
"18527","neurog1","snap_masked-ptg002811l-processed-gene-0.23-mRNA-1"
"18528","polr2g","maker-ptg000525l-augustus-gene-1.30-mRNA-1"
"18529","eef1g","maker-ptg000525l-augustus-gene-1.33-mRNA-1"
"18530","ahnak","snap_masked-ptg000525l-processed-gene-2.14-mRNA-1"
"18531","klhl4","maker-ptg000525l-augustus-gene-2.26-mRNA-1"
"18532","pcdh11","maker-ptg000150l-augustus-gene-9.7-mRNA-1"
"18535","LOC137487592","maker-ptg000175l-snap-gene-18.20-mRNA-1"
"18539","ercc6l","maker-ptg000150l-snap-gene-16.1-mRNA-1"
"18540","mid2","snap_masked-ptg000150l-processed-gene-16.95-mRNA-1"
"18541","nek12","maker-ptg000150l-augustus-gene-16.87-mRNA-1"
"18543","acsl4a","maker-ptg000150l-augustus-gene-16.69-mRNA-1"
"18544","nxt2","maker-ptg000150l-augustus-gene-16.89-mRNA-1"
"18545","psmd10","maker-ptg000150l-snap-gene-16.29-mRNA-1"
"18546","xiap","maker-ptg000150l-snap-gene-16.30-mRNA-1"
"18547","stag2b","snap_masked-ptg000150l-processed-gene-16.105-mRNA-1"
"18548","zgc_113364","maker-ptg000718l-augustus-gene-42.23-mRNA-1"
"18549","hmmr","maker-ptg000481l-snap-gene-7.16-mRNA-1"
"18552","tstd1","maker-ptg002443l-augustus-gene-17.51-mRNA-1"
"18553","cfap96","maker-ptg000021l-augustus-gene-19.35-mRNA-1"
"18561","rwdd","maker-ptg000021l-augustus-gene-21.4-mRNA-1"
"18563","ing2","maker-ptg000021l-snap-gene-21.22-mRNA-1"
"18564","dctd","maker-ptg000021l-snap-gene-21.18-mRNA-1"
"18567","cyp4v2b","maker-ptg000344l-snap-gene-21.12-mRNA-1"
"18570","aga","maker-ptg000021l-augustus-gene-26.50-mRNA-1"
"18573","neil3","maker-ptg000021l-augustus-gene-26.61-mRNA-1"
"18574","fat1b","maker-ptg000707l-snap-gene-4.42-mRNA-1"
"18576","asah1a","maker-ptg000707l-snap-gene-3.28-mRNA-1"
"18578","fgl1","maker-ptg000707l-augustus-gene-3.68-mRNA-1"
"18580","gpm6aa","maker-ptg000021l-snap-gene-26.37-mRNA-1"
"18581","galnt7","maker-ptg000021l-snap-gene-27.12-mRNA-1"
"18584","galnt10","snap_masked-ptg000021l-processed-gene-27.11-mRNA-1"
"18585","mtus1a","maker-ptg000021l-snap-gene-29.23-mRNA-1"
"18587","pdgfrl","maker-ptg000021l-snap-gene-29.28-mRNA-1"
"18588","slc7a2","maker-ptg000021l-snap-gene-29.30-mRNA-1"
"18590","cnot7","maker-ptg000021l-snap-gene-29.24-mRNA-1"
"18591","zdhhc2","maker-ptg000021l-augustus-gene-30.20-mRNA-1"
"18593","fgf20b","maker-ptg000021l-snap-gene-30.4-mRNA-1"
"18595","her5","maker-ptg000334l-snap-gene-2.229-mRNA-1"
"18596","pfdn6","maker-ptg001452l-snap-gene-2.13-mRNA-1"
"18597","mrpl11","maker-ptg000150l-snap-gene-3.183-mRNA-1"
"18598","tmem265","snap_masked-ptg000150l-processed-gene-3.114-mRNA-1"
"18599","npas4a","maker-ptg000150l-augustus-gene-3.37-mRNA-1"
"18601","efemp2a","maker-ptg000150l-snap-gene-3.126-mRNA-1"
"18602","fibpa","maker-ptg000150l-augustus-gene-3.30-mRNA-1"
"18603","ccdc85b","snap_masked-ptg000150l-processed-gene-3.108-mRNA-1"
"18604","fosl1a","maker-ptg000150l-augustus-gene-2.3-mRNA-1"
"18605","yif1a","snap_masked-ptg000150l-processed-gene-3.106-mRNA-1"
"18606","si_ch211-145o7.3","maker-ptg000150l-snap-gene-3.163-mRNA-1"
"18607","atl3","maker-ptg000150l-augustus-gene-3.66-mRNA-1"
"18608","cfl1","maker-ptg001452l-snap-gene-1.51-mRNA-1"
"18609","prss23","maker-ptg001101l-snap-gene-13.24-mRNA-1"
"18610","ubl3b","maker-ptg001301l-snap-gene-0.38-mRNA-1"
"18611","slc7a3a","snap_masked-ptg001101l-processed-gene-13.45-mRNA-1"
"18622","sesn4","maker-ptg001301l-snap-gene-0.24-mRNA-1"
"18627","il2rgb","maker-ptg001301l-augustus-gene-0.112-mRNA-1"
"18629","zgc_92907","maker-ptg001301l-snap-gene-0.18-mRNA-1"
"18631","rap2c","maker-ptg000367l-snap-gene-5.196-mRNA-1"
"18633","si_ch211-153b23.3","maker-ptg001301l-snap-gene-0.40-mRNA-1"
"18634","mbnl3","maker-ptg001301l-snap-gene-0.5-mRNA-1"
"18637","hs6st2","maker-ptg001301l-augustus-gene-0.100-mRNA-1"
"18639","gpc4","maker-ptg001301l-augustus-gene-0.97-mRNA-1"
"18641","gpc3","maker-ptg002562l-snap-gene-0.4-mRNA-1"
"18642","ccdc160","maker-ptg000334l-est_gff_est2genome-gene-0.0-mRNA-1"
"18645","phf6","maker-ptg000334l-snap-gene-2.184-mRNA-1"
"18648","hprt1","maker-ptg000334l-snap-gene-2.180-mRNA-1"
"18658","fhl1a","maker-ptg000334l-snap-gene-2.217-mRNA-1"
"18661","htatsf1","maker-ptg001101l-snap-gene-17.4-mRNA-1"
"18662","si_dkeyp-11e3.1","snap_masked-ptg001101l-processed-gene-17.31-mRNA-1"
"18663","map7d3","maker-ptg000334l-snap-gene-1.17-mRNA-1"
"18668","tm9sf5","maker-ptg000529l-snap-gene-2.80-mRNA-1"
"18673","zic6","maker-ptg000529l-augustus-gene-1.6-mRNA-1"
"18675","fgf13a","maker-ptg001101l-snap-gene-21.10-mRNA-1"
"18679","mcf2a","maker-ptg000529l-snap-gene-2.33-mRNA-1"
"18681","sox3","snap_masked-ptg000332l-processed-gene-19.5-mRNA-1"
"18686","inppl1b","maker-ptg001220l-snap-gene-7.118-mRNA-1"
"18687","arr3b","maker-ptg001220l-snap-gene-7.136-mRNA-1"
"18688","nkrf","maker-ptg001220l-snap-gene-7.107-mRNA-1"
"18689","ube2a","maker-ptg000620l-snap-gene-9.0-mRNA-1"
"18690","si_rp71-46j2.7","maker-ptg001220l-snap-gene-5.9-mRNA-1"
"18691","slc25a5","maker-ptg000810l-augustus-gene-4.121-mRNA-1"
"18693","slc25a43","maker-ptg001220l-augustus-gene-5.50-mRNA-1"
"18694","lnx2b","maker-ptg000810l-snap-gene-2.3-mRNA-1"
"18695","chic1","maker-ptg000810l-snap-gene-4.220-mRNA-1"
"18699","kdrl","maker-ptg000810l-snap-gene-4.225-mRNA-1"
"18700","tex11","maker-ptg001220l-augustus-gene-7.224-mRNA-1"
"18701","dlg3","maker-ptg001220l-snap-gene-6.24-mRNA-1"
"18702","gdpd2","maker-ptg001220l-snap-gene-7.130-mRNA-1"
"18703","pdzd11","maker-ptg001220l-augustus-gene-7.226-mRNA-1"
"18704","stard14","maker-ptg001220l-snap-gene-7.133-mRNA-1"
"18705","rab41","maker-ptg000810l-snap-gene-4.243-mRNA-1"
"18707","sowahd","maker-ptg001220l-snap-gene-5.5-mRNA-1"
"18708","rpl39","maker-ptg001220l-snap-gene-7.79-mRNA-1"
"18709","upf3b","maker-ptg001220l-snap-gene-7.80-mRNA-1"
"18710","si_dkey-251i10.2","maker-ptg000810l-snap-gene-1.5-mRNA-1"
"18712","si_dkeyp-81f3.4","maker-ptg000810l-snap-gene-4.199-mRNA-1"
"18713","ndufa1","maker-ptg001220l-snap-gene-5.2-mRNA-1"
"18715","zbtb33","snap_masked-ptg001185l-processed-gene-7.33-mRNA-1"
"18716","tmem255a","maker-ptg000810l-augustus-gene-1.13-mRNA-1"
"18718","atp1b4","snap_masked-ptg000810l-processed-gene-4.2-mRNA-1"
"18719","lamp2","maker-ptg001185l-augustus-gene-7.73-mRNA-1"
"18720","cul4b","maker-ptg000810l-augustus-gene-0.4-mRNA-1"
"18721","mcts1","maker-ptg001185l-snap-gene-7.223-mRNA-1"
"18725","si_ch73-335m24.2","maker-ptg001185l-snap-gene-7.146-mRNA-1"
"18726","sash3","maker-ptg001185l-snap-gene-5.46-mRNA-1"
"18728","xpnpep2","maker-ptg001185l-augustus-gene-6.11-mRNA-1"
"18730","apln","maker-ptg000412l-snap-gene-2.57-mRNA-1"
"18731","vimr2","maker-ptg000810l-snap-gene-4.168-mRNA-1"
"18732","ocrl","maker-ptg000810l-snap-gene-4.172-mRNA-1"
"18733","urp1","maker-ptg001185l-snap-gene-7.221-mRNA-1"
"18734","slc24a6a","maker-ptg002443l-augustus-gene-15.7-mRNA-1"
"18735","zdhhc24","maker-ptg002443l-snap-gene-14.44-mRNA-1"
"18737","cyfip2","maker-ptg000481l-snap-gene-7.15-mRNA-1"
"18738","itk","maker-ptg000481l-snap-gene-7.10-mRNA-1"
"18739","med7","snap_masked-ptg000481l-processed-gene-7.34-mRNA-1"
"18742","gria1a","maker-ptg000481l-snap-gene-6.32-mRNA-1"
"18745","tmsb2","maker-ptg000481l-snap-gene-4.0-mRNA-1"
"18746","wnt8-2","maker-ptg000481l-augustus-gene-3.50-mRNA-1"
"18749","lcp2b","maker-ptg000593l-snap-gene-1.5-mRNA-1"
"18753","nhp2","maker-ptg000481l-snap-gene-3.129-mRNA-1"
"18756","grpel2","maker-ptg000593l-snap-gene-1.29-mRNA-1"
"18757","afap1l1a","maker-ptg000593l-snap-gene-1.32-mRNA-1"
"18758","afap1l1b","maker-ptg000481l-augustus-gene-3.18-mRNA-1"
"18759","ablim3","maker-ptg000481l-snap-gene-3.89-mRNA-1"
"18761","sh3tc2","maker-ptg000481l-snap-gene-3.155-mRNA-1"
"18762","adrb2a","maker-ptg000481l-snap-gene-2.8-mRNA-1"
"18764","ubtd2","maker-ptg000481l-snap-gene-3.147-mRNA-1"
"18769","clint1a","maker-ptg000336l-snap-gene-3.104-mRNA-1"
"18770","lsm11","maker-ptg000336l-snap-gene-3.33-mRNA-1"
"18772","rnaseh2c","maker-ptg002443l-snap-gene-14.71-mRNA-1"
"18773","trmt12","maker-ptg001185l-snap-gene-5.43-mRNA-1"
"18774","sytl4","snap_masked-ptg001185l-processed-gene-5.9-mRNA-1"
"18777","mrpl18","maker-ptg000574l-augustus-gene-12.183-mRNA-1"
"18779","glrbb","maker-ptg000429l-snap-gene-1.0-mRNA-1"
"18781","gask1b","maker-ptg000429l-snap-gene-1.31-mRNA-1"
"18784","pitx2","maker-ptg002324l-augustus-gene-0.23-mRNA-1"
"18787","lrit3a","maker-ptg000953l-snap-gene-4.75-mRNA-1"
"18788","gpm6aa","maker-ptg000021l-snap-gene-26.37-mRNA-1"
"18791","neil3","maker-ptg000021l-augustus-gene-26.61-mRNA-1"
"18792","aga","maker-ptg000021l-augustus-gene-26.50-mRNA-1"
"18795","ctso","maker-ptg000792l-augustus-gene-0.3-mRNA-1"
"18796","rnf130","maker-ptg000236l-snap-gene-10.45-mRNA-1"
"18797","si_ch211-132p1.2","maker-ptg000236l-snap-gene-11.7-mRNA-1"
"18799","LOC103908762","maker-ptg000057l-est_gff_est2genome-gene-22.10-mRNA-1"
"18800","pcdh1b","maker-ptg000236l-snap-gene-15.4-mRNA-1"
"18801","fbxo38","maker-ptg002055l-snap-gene-0.74-mRNA-1"
"18802","fgfrl1b","maker-ptg002055l-snap-gene-0.96-mRNA-1"
"18803","csnk1a1","maker-ptg001220l-snap-gene-3.83-mRNA-1"
"18804","hspa9","maker-ptg002055l-snap-gene-0.108-mRNA-1"
"18805","si_ch211-195b11.3","maker-ptg001220l-augustus-gene-0.0-mRNA-1"
"18807","sil1","maker-ptg001220l-snap-gene-3.94-mRNA-1"
"18808","hdac3","maker-ptg002055l-augustus-gene-0.135-mRNA-1"
"18810","myot","maker-ptg002055l-snap-gene-0.117-mRNA-1"
"18811","spdl1","snap_masked-ptg001220l-processed-gene-3.150-mRNA-1"
"18813","gsr","maker-ptg001746l-snap-gene-11.22-mRNA-1"
"18814","uqcrq","maker-ptg000477l-snap-gene-6.2-mRNA-1"
"18815","zgc_101583","maker-ptg000875l-augustus-gene-9.11-mRNA-1"
"18816","timm8a","maker-ptg000875l-snap-gene-9.27-mRNA-1"
"18819","gla","snap_masked-ptg001262l-processed-gene-3.41-mRNA-1"
"18824","tnmd","maker-ptg001467l-augustus-gene-3.86-mRNA-1"
"18825","elf1","maker-ptg001467l-snap-gene-3.35-mRNA-1"
"18826","taf7","maker-ptg001185l-snap-gene-1.2-mRNA-1"
"18827","LOC100534741","maker-ptg001185l-augustus-gene-1.35-mRNA-1"
"18829","cenpi","maker-ptg001185l-snap-gene-4.28-mRNA-1"
"18833","arl13a","maker-ptg000875l-snap-gene-8.27-mRNA-1"
"18836","nox1","maker-ptg000875l-augustus-gene-7.20-mRNA-1"
"18837","cstf2","maker-ptg001185l-snap-gene-4.50-mRNA-1"
"18838","bcorl1","maker-ptg001185l-snap-gene-7.105-mRNA-1"
"18839","mid1ip1l","snap_masked-ptg000875l-processed-gene-7.1-mRNA-1"
